-0.0400,-0.0000,0.0000,0.0000,0.0000,0.0262,0.9997,
-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0175,0.9998,
0.0400,-0.0000,0.0000,0.0000,0.0000,0.0349,0.9994,
0.0800,-0.0000,0.0000,0.0000,0.0000,0.0523,0.9986,
0.1200,-0.0000,0.0000,0.0000,0.0000,0.0698,0.9976,
0.1600,-0.0000,0.0000,0.0000,0.0000,0.0872,0.9962,
0.2000,-0.0000,0.0000,0.0000,0.0000,0.1305,0.9914,
0.2000,0.0400,0.0000,0.0000,0.0000,0.1219,0.9925,
0.2000,-0.0000,0.0000,0.0000,0.0000,0.1392,0.9903,
0.2000,0.0400,0.0000,0.0000,0.0000,0.1478,0.9890,
0.2400,0.0400,0.0000,0.0000,0.0000,0.1650,0.9863,
0.2800,0.0400,0.0000,0.0000,0.0000,0.1994,0.9799,
0.3200,0.0400,0.0000,0.0000,0.0000,0.2419,0.9703,
0.3200,0.0800,0.0000,0.0000,0.0000,0.2840,0.9588,
0.3600,0.0800,0.0000,0.0000,0.0000,0.2924,0.9563,
0.4000,0.0800,0.0000,0.0000,0.0000,0.3502,0.9367,
0.4000,0.1200,0.0000,0.0000,0.0000,0.3987,0.9171,
0.4000,0.1600,0.0000,0.0000,0.0000,0.4067,0.9135,
0.4000,0.2000,0.0000,0.0000,0.0000,0.4147,0.9100,
0.4400,0.2400,0.0000,0.0000,0.0000,0.4147,0.9100,
0.4400,0.2800,0.0000,0.0000,0.0000,0.4848,0.8746,
0.4800,0.2800,0.0000,0.0000,0.0000,0.4848,0.8746,
0.4800,0.3200,0.0000,0.0000,0.0000,0.4924,0.8704,
0.4800,0.3600,0.0000,0.0000,0.0000,0.5075,0.8616,
0.5200,0.3600,0.0000,0.0000,0.0000,0.5519,0.8339,
0.5200,0.4000,0.0000,0.0000,0.0000,0.5519,0.8339,
0.5200,0.4400,0.0000,0.0000,0.0000,0.5736,0.8192,
0.5200,0.4800,0.0000,0.0000,0.0000,0.6088,0.7934,
0.5600,0.4800,0.0000,0.0000,0.0000,0.6088,0.7934,
0.5600,0.5200,0.0000,0.0000,0.0000,0.6088,0.7934,
0.5200,0.5600,0.0000,0.0000,0.0000,0.6225,0.7826,
0.5600,0.5600,0.0000,0.0000,0.0000,0.6293,0.7771,
0.5200,0.5600,0.0000,0.0000,0.0000,0.6293,0.7771,
0.5600,0.5600,0.0000,0.0000,0.0000,0.6494,0.7604,
0.5600,0.6000,0.0000,0.0000,0.0000,0.6561,0.7547,
0.5600,0.6400,0.0000,0.0000,0.0000,0.6691,0.7431,
0.5600,0.6800,0.0000,0.0000,0.0000,0.6820,0.7314,
